factory_no,machine_no,part_no,serial_no,timestamp
3,5,e42CLDR,e42CLDR0136661585507426,1585507426.7561495
3,6,f42CLDR,f42CLDR0136661585535898,1585535898.9673975
3,7,g42CLDR,g42CLDR0136661585465570,1585465570.3281424
3,8,h42CLDR,h42CLDR0136661585483872,1585483872.3591833
3,9,i42CLDR,i42CLDR0136661585465353,1585465353.6927383
3,10,j42CLDR,j42CLDR0136661585511509,1585511509.4096746
4,1,a42CLDR,a42CLDR0146661585495683,1585495683.418307
4,1,a42CLDR,a42CLDR0146661585465478,1585465478.850273
4,1,a42CLDR,a42CLDR0146661585525972,1585525972.675609
4,1,a42CLDR,a42CLDR0146661585524540,1585524540.739389
4,1,a42CLDR,a42CLDR0146661585486000,1585486000.7168908
4,2,b42CLDR,b42CLDR0146661585512868,1585512868.9091399
4,2,b42CLDR,b42CLDR0146661585469160,1585469160.7239423
4,2,b42CLDR,b42CLDR0146661585487322,1585487322.50312
4,2,b42CLDR,b42CLDR0146661585486305,1585486305.2600465
4,2,b42CLDR,b42CLDR0146661585486079,1585486079.190734
4,3,c42CLDR,c42CLDR0146661585508343,1585508343.6888957
4,3,c42CLDR,c42CLDR0146661585468534,1585468534.1877737
4,3,c42CLDR,c42CLDR0146661585536165,1585536165.381943
4,3,c42CLDR,c42CLDR0146661585532484,1585532484.2281573
4,3,c42CLDR,c42CLDR0146661585482709,1585482709.1234477
4,4,d42CLDR,d42CLDR0146661585541359,1585541359.7795186
4,4,d42CLDR,d42CLDR0146661585504532,1585504532.1541739
4,4,d42CLDR,d42CLDR0146661585509651,1585509651.5307918
4,4,d42CLDR,d42CLDR0146661585501134,1585501134.248946
4,4,d42CLDR,d42CLDR0146661585532891,1585532891.271582
4,5,e42CLDR,e42CLDR0146661585532008,1585532008.6167367
4,5,e42CLDR,e42CLDR0146661585524761,1585524761.5061908
4,5,e42CLDR,e42CLDR0146661585489321,1585489321.4130974
4,5,e42CLDR,e42CLDR0146661585470421,1585470421.2701266
4,5,e42CLDR,e42CLDR0146661585520608,1585520608.4932568
4,6,f42CLDR,f42CLDR0146661585517789,1585517789.7853754
4,6,f42CLDR,f42CLDR0146661585468874,1585468874.9121127
4,6,f42CLDR,f42CLDR0146661585512947,1585512947.0867987
4,6,f42CLDR,f42CLDR0146661585510830,1585510830.6753993
4,6,f42CLDR,f42CLDR0146661585491709,1585491709.8796706
4,7,g42CLDR,g42CLDR0146661585504331,1585504331.0963898
4,7,g42CLDR,g42CLDR0146661585463523,1585463523.92456
4,7,g42CLDR,g42CLDR0146661585540517,1585540517.2242925
4,7,g42CLDR,g42CLDR0146661585540306,1585540306.6851456
4,7,g42CLDR,g42CLDR0146661585494706,1585494706.5188591
4,8,h42CLDR,h42CLDR0146661585521370,1585521370.025178
4,8,h42CLDR,h42CLDR0146661585539058,1585539058.3113787
4,8,h42CLDR,h42CLDR0146661585493606,1585493606.6754391
4,8,h42CLDR,h42CLDR0146661585463465,1585463465.3928826
4,8,h42CLDR,h42CLDR0146661585466739,1585466739.9924545
4,9,i42CLDR,i42CLDR0146661585520350,1585520350.3812397
4,9,i42CLDR,i42CLDR0146661585540102,1585540102.7339382
4,9,i42CLDR,i42CLDR0146661585526176,1585526176.9405658
4,9,i42CLDR,i42CLDR0146661585465424,1585465424.6199408
4,9,i42CLDR,i42CLDR0146661585499999,1585499999.5957034
4,10,j42CLDR,j42CLDR0146661585523642,1585523642.7897227
4,10,j42CLDR,j42CLDR0146661585475971,1585475971.8219254
4,10,j42CLDR,j42CLDR0146661585543845,1585543845.2335162
4,10,j42CLDR,j42CLDR0146661585507239,1585507239.6135814
4,10,j42CLDR,j42CLDR0146661585514158,1585514158.0490432
5,1,a42CLDR,a42CLDR0156661585488685,1585488685.1562026
5,2,b42CLDR,b42CLDR0156661585534574,1585534574.3033297
5,3,c42CLDR,c42CLDR0156661585464981,1585464981.6195314
5,4,d42CLDR,d42CLDR0156661585514183,1585514183.0305083
5,5,e42CLDR,e42CLDR0156661585481429,1585481429.6024055
5,6,f42CLDR,f42CLDR0156661585477060,1585477060.7398143
5,7,g42CLDR,g42CLDR0156661585502036,1585502036.9059703
5,8,h42CLDR,h42CLDR0156661585499815,1585499815.9086602
5,9,i42CLDR,i42CLDR0156661585496357,1585496357.0129204
5,10,j42CLDR,j42CLDR0156661585462551,1585462551.7649024
1,1,a42CLDR,a42CLDR0116661585630544,1585630544.36741
1,2,b42CLDR,b42CLDR0116661585559037,1585559037.2499495
1,3,c42CLDR,c42CLDR0116661585586533,1585586533.0178442
1,4,d42CLDR,d42CLDR0116661585548281,1585548281.646287
1,5,e42CLDR,e42CLDR0116661585582564,1585582564.577685
1,6,f42CLDR,f42CLDR0116661585626375,1585626375.831831
1,7,g42CLDR,g42CLDR0116661585554100,1585554100.2079625
1,8,h42CLDR,h42CLDR0116661585580440,1585580440.622162
1,9,i42CLDR,i42CLDR0116661585552475,1585552475.1682909
1,10,j42CLDR,j42CLDR0116661585612989,1585612989.2827291
2,1,a42CLDR,a42CLDR0126661585611350,1585611350.8262708
2,1,a42CLDR,a42CLDR0126661585597992,1585597992.8118947
2,2,b42CLDR,b42CLDR0126661585621578,1585621578.0904486
2,2,b42CLDR,b42CLDR0126661585604470,1585604470.7483687
2,3,c42CLDR,c42CLDR0126661585593805,1585593805.2691178
2,3,c42CLDR,c42CLDR0126661585621237,1585621237.879282
2,4,d42CLDR,d42CLDR0126661585626382,1585626382.9752643
2,4,d42CLDR,d42CLDR0126661585583976,1585583976.681373
2,5,e42CLDR,e42CLDR0126661585623898,1585623898.414598
2,5,e42CLDR,e42CLDR0126661585557344,1585557344.7405076
2,6,f42CLDR,f42CLDR0126661585573710,1585573710.3999722
2,6,f42CLDR,f42CLDR0126661585615609,1585615609.921331
2,7,g42CLDR,g42CLDR0126661585556991,1585556991.9735765
2,7,g42CLDR,g42CLDR0126661585596053,1585596053.6714578
2,8,h42CLDR,h42CLDR0126661585552085,1585552085.7930248
2,8,h42CLDR,h42CLDR0126661585617188,1585617188.3948588
2,9,i42CLDR,i42CLDR0126661585581491,1585581491.9615743
2,9,i42CLDR,i42CLDR0126661585596199,1585596199.422247
2,10,j42CLDR,j42CLDR0126661585576397,1585576397.0421424
2,10,j42CLDR,j42CLDR0126661585574772,1585574772.7404304
3,1,a42CLDR,a42CLDR0136661585583682,1585583682.4677954
3,2,b42CLDR,b42CLDR0136661585546931,1585546931.675421
3,3,c42CLDR,c42CLDR0136661585593274,1585593274.9828718
3,4,d42CLDR,d42CLDR0136661585592314,1585592314.7044785
3,5,e42CLDR,e42CLDR0136661585550616,1585550616.7155337
3,6,f42CLDR,f42CLDR0136661585573697,1585573697.828322
3,7,g42CLDR,g42CLDR0136661585566064,1585566064.8769577
3,8,h42CLDR,h42CLDR0136661585627317,1585627317.989785
3,9,i42CLDR,i42CLDR0136661585630516,1585630516.6779883
3,10,j42CLDR,j42CLDR0136661585554200,1585554200.4996939
4,1,a42CLDR,a42CLDR0146661585565507,1585565507.0146701
4,1,a42CLDR,a42CLDR0146661585608117,1585608117.675559
4,1,a42CLDR,a42CLDR0146661585624897,1585624897.2681777
4,1,a42CLDR,a42CLDR0146661585555345,1585555345.5038042
4,1,a42CLDR,a42CLDR0146661585624172,1585624172.9260063
4,2,b42CLDR,b42CLDR0146661585562742,1585562742.455932
4,2,b42CLDR,b42CLDR0146661585559988,1585559988.8917785
4,2,b42CLDR,b42CLDR0146661585615726,1585615726.6722145
4,2,b42CLDR,b42CLDR0146661585624773,1585624773.4813268
4,2,b42CLDR,b42CLDR0146661585545372,1585545372.1128519
4,3,c42CLDR,c42CLDR0146661585598456,1585598456.9145584
4,3,c42CLDR,c42CLDR0146661585576291,1585576291.3341982
4,3,c42CLDR,c42CLDR0146661585620450,1585620450.4764736
4,3,c42CLDR,c42CLDR0146661585616362,1585616362.5317657
4,3,c42CLDR,c42CLDR0146661585550735,1585550735.5045779
4,4,d42CLDR,d42CLDR0146661585624726,1585624726.7126865
4,4,d42CLDR,d42CLDR0146661585628982,1585628982.9395738
4,4,d42CLDR,d42CLDR0146661585623575,1585623575.3808448
4,4,d42CLDR,d42CLDR0146661585594032,1585594032.8618016
4,4,d42CLDR,d42CLDR0146661585596494,1585596494.2849362
4,5,e42CLDR,e42CLDR0146661585557672,1585557672.1649826
4,5,e42CLDR,e42CLDR0146661585582431,1585582431.3907309
4,5,e42CLDR,e42CLDR0146661585626331,1585626331.410853
4,5,e42CLDR,e42CLDR0146661585615961,1585615961.395205
4,5,e42CLDR,e42CLDR0146661585594442,1585594442.4393954
4,6,f42CLDR,f42CLDR0146661585582855,1585582855.5700798
4,6,f42CLDR,f42CLDR0146661585621331,1585621331.2768319
4,6,f42CLDR,f42CLDR0146661585572942,1585572942.534577
4,6,f42CLDR,f42CLDR0146661585566028,1585566028.6421885
4,6,f42CLDR,f42CLDR0146661585627399,1585627399.045172
4,7,g42CLDR,g42CLDR0146661585553308,1585553308.268637
4,7,g42CLDR,g42CLDR0146661585554803,1585554803.4837735
4,7,g42CLDR,g42CLDR0146661585564342,1585564342.3453813
4,7,g42CLDR,g42CLDR0146661585606838,1585606838.7405589
4,7,g42CLDR,g42CLDR0146661585589153,1585589153.5166712
4,8,h42CLDR,h42CLDR0146661585553562,1585553562.8869662
4,8,h42CLDR,h42CLDR0146661585570846,1585570846.065728
4,8,h42CLDR,h42CLDR0146661585581675,1585581675.886708
4,8,h42CLDR,h42CLDR0146661585601976,1585601976.0283763
4,8,h42CLDR,h42CLDR0146661585551043,1585551043.8149962
4,9,i42CLDR,i42CLDR0146661585567359,1585567359.0528362
4,9,i42CLDR,i42CLDR0146661585594009,1585594009.3161829
4,9,i42CLDR,i42CLDR0146661585605089,1585605089.5909925
4,9,i42CLDR,i42CLDR0146661585555496,1585555496.2831597
4,9,i42CLDR,i42CLDR0146661585622347,1585622347.1344848
4,10,j42CLDR,j42CLDR0146661585604465,1585604465.698953
4,10,j42CLDR,j42CLDR0146661585607357,1585607357.573287
4,10,j42CLDR,j42CLDR0146661585597006,1585597006.670879
4,10,j42CLDR,j42CLDR0146661585554159,1585554159.9351568
4,10,j42CLDR,j42CLDR0146661585613302,1585613302.784579
5,1,a42CLDR,a42CLDR0156661585569816,1585569816.3138518
5,2,b42CLDR,b42CLDR0156661585589184,1585589184.3783634
5,3,c42CLDR,c42CLDR0156661585625252,1585625252.482663
5,4,d42CLDR,d42CLDR0156661585618490,1585618490.4647408
5,5,e42CLDR,e42CLDR0156661585630756,1585630756.7033157
5,6,f42CLDR,f42CLDR0156661585546528,1585546528.403451
5,7,g42CLDR,g42CLDR0156661585561941,1585561941.470638
5,8,h42CLDR,h42CLDR0156661585578124,1585578124.7067978
5,9,i42CLDR,i42CLDR0156661585589764,1585589764.5074897
5,10,j42CLDR,j42CLDR0156661585556248,1585556248.4577432
1,1,a42CLDR,a42CLDR0116661585688080,1585688080.3610816
1,2,b42CLDR,b42CLDR0116661585703176,1585703176.2652454
1,3,c42CLDR,c42CLDR0116661585674632,1585674632.3138728
1,4,d42CLDR,d42CLDR0116661585687868,1585687868.2493331
1,5,e42CLDR,e42CLDR0116661585666353,1585666353.2410007
1,6,f42CLDR,f42CLDR0116661585673399,1585673399.9905946
1,7,g42CLDR,g42CLDR0116661585638030,1585638030.1067362
1,8,h42CLDR,h42CLDR0116661585710262,1585710262.1823826
1,9,i42CLDR,i42CLDR0116661585660566,1585660566.9353979
1,10,j42CLDR,j42CLDR0116661585688815,1585688815.206486
2,1,a42CLDR,a42CLDR0126661585714970,1585714970.6130238
2,1,a42CLDR,a42CLDR0126661585633382,1585633382.1630988
2,2,b42CLDR,b42CLDR0126661585676140,1585676140.311088
2,2,b42CLDR,b42CLDR0126661585650129,1585650129.601705
2,3,c42CLDR,c42CLDR0126661585637670,1585637670.8200147
2,3,c42CLDR,c42CLDR0126661585687339,1585687339.7395205
2,4,d42CLDR,d42CLDR0126661585676203,1585676203.7955616
2,4,d42CLDR,d42CLDR0126661585716246,1585716246.128414
2,5,e42CLDR,e42CLDR0126661585716290,1585716290.7020388
2,5,e42CLDR,e42CLDR0126661585705913,1585705913.9123194
2,6,f42CLDR,f42CLDR0126661585644341,1585644341.4935424
2,6,f42CLDR,f42CLDR0126661585653415,1585653415.6592042
2,7,g42CLDR,g42CLDR0126661585638686,1585638686.2242837
2,7,g42CLDR,g42CLDR0126661585703697,1585703697.4191718
2,8,h42CLDR,h42CLDR0126661585638636,1585638636.6332831
2,8,h42CLDR,h42CLDR0126661585646658,1585646658.581872
2,9,i42CLDR,i42CLDR0126661585690323,1585690323.9032419
2,9,i42CLDR,i42CLDR0126661585706563,1585706563.4626057
2,10,j42CLDR,j42CLDR0126661585661113,1585661113.5232656
2,10,j42CLDR,j42CLDR0126661585636741,1585636741.0705392
3,1,a42CLDR,a42CLDR0136661585632662,1585632662.5871375
3,2,b42CLDR,b42CLDR0136661585674636,1585674636.7748919
3,3,c42CLDR,c42CLDR0136661585701748,1585701748.3656185
3,4,d42CLDR,d42CLDR0136661585633720,1585633720.5633416
3,5,e42CLDR,e42CLDR0136661585666083,1585666083.7118132
3,6,f42CLDR,f42CLDR0136661585695854,1585695854.2667375
3,7,g42CLDR,g42CLDR0136661585675062,1585675062.5087364
3,8,h42CLDR,h42CLDR0136661585644245,1585644245.393488
3,9,i42CLDR,i42CLDR0136661585654917,1585654917.4208546
3,10,j42CLDR,j42CLDR0136661585668058,1585668058.1885233
4,1,a42CLDR,a42CLDR0146661585659548,1585659548.4748614
4,1,a42CLDR,a42CLDR0146661585703789,1585703789.524824
4,1,a42CLDR,a42CLDR0146661585657992,1585657992.7970176
4,1,a42CLDR,a42CLDR0146661585690125,1585690125.9790356
4,1,a42CLDR,a42CLDR0146661585634674,1585634674.5744212
4,2,b42CLDR,b42CLDR0146661585636509,1585636509.478154
4,2,b42CLDR,b42CLDR0146661585703991,1585703991.5011654
4,2,b42CLDR,b42CLDR0146661585658903,1585658903.2929971
4,2,b42CLDR,b42CLDR0146661585690645,1585690645.2036617
4,2,b42CLDR,b42CLDR0146661585655718,1585655718.4528074
4,3,c42CLDR,c42CLDR0146661585667059,1585667059.5114493
4,3,c42CLDR,c42CLDR0146661585666674,1585666674.3324032
4,3,c42CLDR,c42CLDR0146661585646846,1585646846.7133229
4,3,c42CLDR,c42CLDR0146661585698269,1585698269.291063
4,3,c42CLDR,c42CLDR0146661585707691,1585707691.9282916
4,4,d42CLDR,d42CLDR0146661585685342,1585685342.4134696
4,4,d42CLDR,d42CLDR0146661585667559,1585667559.5592644
4,4,d42CLDR,d42CLDR0146661585710678,1585710678.531028
4,4,d42CLDR,d42CLDR0146661585685855,1585685855.580643
4,4,d42CLDR,d42CLDR0146661585639834,1585639834.9035044
4,5,e42CLDR,e42CLDR0146661585652450,1585652450.1530693
4,5,e42CLDR,e42CLDR0146661585673672,1585673672.9389417
4,5,e42CLDR,e42CLDR0146661585696365,1585696365.8975801
4,5,e42CLDR,e42CLDR0146661585710736,1585710736.8123481
4,5,e42CLDR,e42CLDR0146661585700279,1585700279.6064274
4,6,f42CLDR,f42CLDR0146661585712140,1585712140.1729221
4,6,f42CLDR,f42CLDR0146661585695120,1585695120.0437334
4,6,f42CLDR,f42CLDR0146661585667786,1585667786.9591758
4,6,f42CLDR,f42CLDR0146661585658350,1585658350.5364144
4,6,f42CLDR,f42CLDR0146661585717008,1585717008.1852384
4,7,g42CLDR,g42CLDR0146661585674288,1585674288.4922419
4,7,g42CLDR,g42CLDR0146661585688174,1585688174.6791596
4,7,g42CLDR,g42CLDR0146661585656709,1585656709.3512616
4,7,g42CLDR,g42CLDR0146661585714693,1585714693.3229675
4,7,g42CLDR,g42CLDR0146661585651947,1585651947.2704713
4,8,h42CLDR,h42CLDR0146661585646133,1585646133.043555
4,8,h42CLDR,h42CLDR0146661585637434,1585637434.5805311
4,8,h42CLDR,h42CLDR0146661585690248,1585690248.3163931
4,8,h42CLDR,h42CLDR0146661585713082,1585713082.5481486
4,8,h42CLDR,h42CLDR0146661585704786,1585704786.8772647
4,9,i42CLDR,i42CLDR0146661585646557,1585646557.930588
4,9,i42CLDR,i42CLDR0146661585685434,1585685434.7400284
4,9,i42CLDR,i42CLDR0146661585644645,1585644645.7997
4,9,i42CLDR,i42CLDR0146661585689453,1585689453.1856172
4,9,i42CLDR,i42CLDR0146661585690769,1585690769.429278
4,10,j42CLDR,j42CLDR0146661585644892,1585644892.1959784
4,10,j42CLDR,j42CLDR0146661585671226,1585671226.9482992
4,10,j42CLDR,j42CLDR0146661585671300,1585671300.9638884
4,10,j42CLDR,j42CLDR0146661585714096,1585714096.0212138
4,10,j42CLDR,j42CLDR0146661585636915,1585636915.2316117
5,1,a42CLDR,a42CLDR0156661585709216,1585709216.6161242
5,2,b42CLDR,b42CLDR0156661585672928,1585672928.8841512
5,3,c42CLDR,c42CLDR0156661585711418,1585711418.630271
5,4,d42CLDR,d42CLDR0156661585661588,1585661588.207515
5,5,e42CLDR,e42CLDR0156661585642451,1585642451.6990504
5,6,f42CLDR,f42CLDR0156661585674574,1585674574.243836
5,7,g42CLDR,g42CLDR0156661585631186,1585631186.3528578
5,8,h42CLDR,h42CLDR0156661585715042,1585715042.4796546
5,9,i42CLDR,i42CLDR0156661585655367,1585655367.4033399
5,10,j42CLDR,j42CLDR0156661585684128,1585684128.4102874
1,1,a42CLDR,a42CLDR0116661585762340,1585762340.0600138
1,2,b42CLDR,b42CLDR0116661585779543,1585779543.2087994
1,3,c42CLDR,c42CLDR0116661585782656,1585782656.1106086
1,4,d42CLDR,d42CLDR0116661585753243,1585753243.9673533
1,5,e42CLDR,e42CLDR0116661585776900,1585776900.8526866
1,6,f42CLDR,f42CLDR0116661585758645,1585758645.9462914
1,7,g42CLDR,g42CLDR0116661585765839,1585765839.1777632
1,8,h42CLDR,h42CLDR0116661585741116,1585741116.7913399
1,9,i42CLDR,i42CLDR0116661585769397,1585769397.5346901
1,10,j42CLDR,j42CLDR0116661585729993,1585729993.7242978
2,1,a42CLDR,a42CLDR0126661585718541,1585718541.5601141
2,1,a42CLDR,a42CLDR0126661585725057,1585725057.3810725
2,2,b42CLDR,b42CLDR0126661585746939,1585746939.5343874
2,2,b42CLDR,b42CLDR0126661585740921,1585740921.925756
2,3,c42CLDR,c42CLDR0126661585717703,1585717703.450053
2,3,c42CLDR,c42CLDR0126661585744210,1585744210.0894105
2,4,d42CLDR,d42CLDR0126661585763098,1585763098.9906116
2,4,d42CLDR,d42CLDR0126661585726987,1585726987.839829
2,5,e42CLDR,e42CLDR0126661585798391,1585798391.9790595
2,5,e42CLDR,e42CLDR0126661585788183,1585788183.0827615
2,6,f42CLDR,f42CLDR0126661585783620,1585783620.9943101
2,6,f42CLDR,f42CLDR0126661585731035,1585731035.8766613
2,7,g42CLDR,g42CLDR0126661585765854,1585765854.8823254
2,7,g42CLDR,g42CLDR0126661585726153,1585726153.2301753
2,8,h42CLDR,h42CLDR0126661585776770,1585776770.9561763
2,8,h42CLDR,h42CLDR0126661585792874,1585792874.0241346
2,9,i42CLDR,i42CLDR0126661585757748,1585757748.6636674
2,9,i42CLDR,i42CLDR0126661585789893,1585789893.2829342
2,10,j42CLDR,j42CLDR0126661585727475,1585727475.0658646
2,10,j42CLDR,j42CLDR0126661585746420,1585746420.2828698
3,1,a42CLDR,a42CLDR0136661585799406,1585799406.4014008
3,2,b42CLDR,b42CLDR0136661585801537,1585801537.848089
3,3,c42CLDR,c42CLDR0136661585718661,1585718661.3258898
3,4,d42CLDR,d42CLDR0136661585764390,1585764390.4264922
3,5,e42CLDR,e42CLDR0136661585720595,1585720595.3450477
3,6,f42CLDR,f42CLDR0136661585729362,1585729362.4500642
3,7,g42CLDR,g42CLDR0136661585721142,1585721142.2483966
3,8,h42CLDR,h42CLDR0136661585802603,1585802603.6502397
3,9,i42CLDR,i42CLDR0136661585747822,1585747822.8367982
3,10,j42CLDR,j42CLDR0136661585791353,1585791353.5037997
4,1,a42CLDR,a42CLDR0146661585800434,1585800434.907593
4,1,a42CLDR,a42CLDR0146661585784487,1585784487.289868
4,1,a42CLDR,a42CLDR0146661585736242,1585736242.9785
4,1,a42CLDR,a42CLDR0146661585751117,1585751117.9713275
4,1,a42CLDR,a42CLDR0146661585753456,1585753456.2416189
4,2,b42CLDR,b42CLDR0146661585790385,1585790385.5377195
4,2,b42CLDR,b42CLDR0146661585792914,1585792914.2219357
4,2,b42CLDR,b42CLDR0146661585743170,1585743170.788626
4,2,b42CLDR,b42CLDR0146661585746316,1585746316.4255767
4,2,b42CLDR,b42CLDR0146661585767691,1585767691.9417102
4,3,c42CLDR,c42CLDR0146661585749422,1585749422.231877
4,3,c42CLDR,c42CLDR0146661585771997,1585771997.5816934
4,3,c42CLDR,c42CLDR0146661585757902,1585757902.723866
4,3,c42CLDR,c42CLDR0146661585739630,1585739630.4461398
4,3,c42CLDR,c42CLDR0146661585788202,1585788202.017782
4,4,d42CLDR,d42CLDR0146661585764983,1585764983.1793284
4,4,d42CLDR,d42CLDR0146661585758317,1585758317.4698734
4,4,d42CLDR,d42CLDR0146661585764091,1585764091.340355
4,4,d42CLDR,d42CLDR0146661585724592,1585724592.1107028
4,4,d42CLDR,d42CLDR0146661585770257,1585770257.1716821
4,5,e42CLDR,e42CLDR0146661585747699,1585747699.4678745
4,5,e42CLDR,e42CLDR0146661585793304,1585793304.3350601
4,5,e42CLDR,e42CLDR0146661585773875,1585773875.5653338
4,5,e42CLDR,e42CLDR0146661585724378,1585724378.1347687
4,5,e42CLDR,e42CLDR0146661585784945,1585784945.7193277
4,6,f42CLDR,f42CLDR0146661585748235,1585748235.4573822
4,6,f42CLDR,f42CLDR0146661585775334,1585775334.4976223
4,6,f42CLDR,f42CLDR0146661585751362,1585751362.2686481
4,6,f42CLDR,f42CLDR0146661585759191,1585759191.1357126
4,6,f42CLDR,f42CLDR0146661585719857,1585719857.132251
4,7,g42CLDR,g42CLDR0146661585786099,1585786099.0746047
4,7,g42CLDR,g42CLDR0146661585788323,1585788323.9432254
4,7,g42CLDR,g42CLDR0146661585722160,1585722160.3747623
4,7,g42CLDR,g42CLDR0146661585772931,1585772931.5856571
4,7,g42CLDR,g42CLDR0146661585784195,1585784195.1796596
4,8,h42CLDR,h42CLDR0146661585797916,1585797916.0878615
4,8,h42CLDR,h42CLDR0146661585731932,1585731932.4514318
4,8,h42CLDR,h42CLDR0146661585803378,1585803378.696496
4,8,h42CLDR,h42CLDR0146661585749286,1585749286.859516
4,8,h42CLDR,h42CLDR0146661585765407,1585765407.8608706
4,9,i42CLDR,i42CLDR0146661585728556,1585728556.5254939
4,9,i42CLDR,i42CLDR0146661585731621,1585731621.896723
4,9,i42CLDR,i42CLDR0146661585737609,1585737609.1188152
4,9,i42CLDR,i42CLDR0146661585783697,1585783697.8369303
4,9,i42CLDR,i42CLDR0146661585752787,1585752787.8097062
4,10,j42CLDR,j42CLDR0146661585746617,1585746617.910155
4,10,j42CLDR,j42CLDR0146661585731427,1585731427.2528775
4,10,j42CLDR,j42CLDR0146661585746056,1585746056.6363132
4,10,j42CLDR,j42CLDR0146661585793776,1585793776.5599477
4,10,j42CLDR,j42CLDR0146661585730761,1585730761.1542737
5,1,a42CLDR,a42CLDR0156661585782197,1585782197.3721638
5,2,b42CLDR,b42CLDR0156661585791016,1585791016.7241263
5,3,c42CLDR,c42CLDR0156661585725557,1585725557.610967
5,4,d42CLDR,d42CLDR0156661585730087,1585730087.9128263
5,5,e42CLDR,e42CLDR0156661585733716,1585733716.7227373
5,6,f42CLDR,f42CLDR0156661585743760,1585743760.9282782
5,7,g42CLDR,g42CLDR0156661585727949,1585727949.0295393
5,8,h42CLDR,h42CLDR0156661585788451,1585788451.6702933
5,9,i42CLDR,i42CLDR0156661585755521,1585755521.693848
5,10,j42CLDR,j42CLDR0156661585786440,1585786440.956509
1,1,a42CLDR,a42CLDR0116661585805514,1585805514.9837317
1,2,b42CLDR,b42CLDR0116661585853400,1585853400.0857081
1,3,c42CLDR,c42CLDR0116661585816486,1585816486.4784558
1,4,d42CLDR,d42CLDR0116661585855900,1585855900.6696663
1,5,e42CLDR,e42CLDR0116661585813694,1585813694.693569
1,6,f42CLDR,f42CLDR0116661585887222,1585887222.4566932
1,7,g42CLDR,g42CLDR0116661585850670,1585850670.8008935
1,8,h42CLDR,h42CLDR0116661585840916,1585840916.3427472
1,9,i42CLDR,i42CLDR0116661585872920,1585872920.9444718
1,10,j42CLDR,j42CLDR0116661585849037,1585849037.7642932
2,1,a42CLDR,a42CLDR0126661585850193,1585850193.735828
2,1,a42CLDR,a42CLDR0126661585883146,1585883146.1247303
2,2,b42CLDR,b42CLDR0126661585849883,1585849883.1448343
2,2,b42CLDR,b42CLDR0126661585870433,1585870433.5273862
